path	title	source_file	source_type	confidence	date	tags	first_body_line
Projects/stripe.js/stripe.md	stripe	3. Personal\DEV\MindBoost - Replit_files\stripe.js	js	0.5	2025-05-15	[personal]	```js
Projects/style.css/style.md	style	3. Personal\DEV\Website DayVibe\style.css	css	0.5	2025-07-21	[personal]	```css
Projects/styles__ltr.css/styles-ltr.md	styles  ltr	3. Personal\DEV\MindBoost - Replit_files\styles__ltr.css	css	0.5	2025-05-15	[personal]	```css
Projects/tools/bmad-method-installer.md	BMad Method Installer	3. Personal\DEV\BMAD-METHOD-main\tools\installer\README.md	md	0.8	2025-07-20	[personal, reference]	# BMad Method Installer
Projects/tools/bmad-npx-wrapper.md	bmad npx wrapper	3. Personal\DEV\BMAD-METHOD-main\tools\bmad-npx-wrapper.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/bmad.md	bmad	3. Personal\DEV\BMAD-METHOD-main\tools\installer\bin\bmad.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/bump-all-versions.md	bump all versions	3. Personal\DEV\BMAD-METHOD-main\tools\bump-all-versions.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/bump-expansion-version.md	bump expansion version	3. Personal\DEV\BMAD-METHOD-main\tools\bump-expansion-version.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/cli.md	cli	3. Personal\DEV\BMAD-METHOD-main\tools\cli.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/config-loader.md	config loader	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\config-loader.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/dependency-resolver.md	dependency resolver	3. Personal\DEV\BMAD-METHOD-main\tools\lib\dependency-resolver.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/file-manager.md	file manager	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\file-manager.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/ide-agent-config.md	ide agent config	3. Personal\DEV\BMAD-METHOD-main\tools\installer\config\ide-agent-config.yaml	yaml	0.5	2025-07-20	[personal]	```yaml
Projects/tools/ide-base-setup.md	ide base setup	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\ide-base-setup.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/ide-setup.md	ide setup	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\ide-setup.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/install.config.md	install.config	3. Personal\DEV\BMAD-METHOD-main\tools\installer\config\install.config.yaml	yaml	0.5	2025-07-20	[personal]	```yaml
Projects/tools/installer.md	installer	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\installer.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/memory-profiler.md	memory profiler	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\memory-profiler.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/module-manager.md	module manager	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\module-manager.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/package-lock.md	package lock	3. Personal\DEV\BMAD-METHOD-main\tools\installer\package-lock.json	json	0.5	2025-07-20	[personal]	```json
Projects/tools/package.md	package	3. Personal\DEV\BMAD-METHOD-main\tools\installer\package.json	json	0.5	2025-07-20	[personal]	```json
Projects/tools/resource-locator.md	resource locator	3. Personal\DEV\BMAD-METHOD-main\tools\installer\lib\resource-locator.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/semantic-release-sync-installer.md	semantic release sync installer	3. Personal\DEV\BMAD-METHOD-main\tools\semantic-release-sync-installer.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/sync-installer-version.md	sync installer version	3. Personal\DEV\BMAD-METHOD-main\tools\sync-installer-version.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/update-expansion-version.md	update expansion version	3. Personal\DEV\BMAD-METHOD-main\tools\update-expansion-version.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/v3-to-v4-upgrader.md	v3 to v4 upgrader	3. Personal\DEV\BMAD-METHOD-main\tools\upgraders\v3-to-v4-upgrader.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/version-bump.md	version bump	3. Personal\DEV\BMAD-METHOD-main\tools\version-bump.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/web-agent-bundle-instructions.md	Web Agent Bundle Instructions	3. Personal\DEV\BMAD-METHOD-main\tools\md-assets\web-agent-startup-instructions.md	md	0.8	2025-07-20	[personal]	# Web Agent Bundle Instructions
Projects/tools/web-builder.md	web builder	3. Personal\DEV\BMAD-METHOD-main\tools\builders\web-builder.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/yaml-format.md	yaml format	3. Personal\DEV\BMAD-METHOD-main\tools\yaml-format.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/yaml-utils.md	yaml utils	3. Personal\DEV\BMAD-METHOD-main\tools\lib\yaml-utils.js	js	0.5	2025-07-20	[personal]	```js
Projects/tools/_index.md	tools						# tools
Projects/usage-5793740a0b882486.js/usage-5793740a0b882486.md	usage 5793740a0b882486	3. Personal\DEV\MindBoost - Replit_files\usage-5793740a0b882486.js	js	0.5	2025-05-15	[personal]	```js
Projects/util.js/util.md	util	3. Personal\DEV\MindBoost - Replit_files\util.js	js	0.5	2025-05-15	[personal]	```js
Projects/uwt.js/uwt.md	uwt	3. Personal\DEV\MindBoost - Replit_files\uwt.js	js	0.5	2025-05-15	[personal]	```js
Projects/v3.html/v3.md	V3	3. Personal\DEV\Website DayVibe\V3.html	html	0.8	2025-07-21	[personal]	DayVibe - Turn Daily Patterns Into Life-Changing Opportunities 
Projects/vendors~addressautocomplete~affirmincontext~afterpayincontext~amazonpaybutton~applepay~applewebprovi~0dbe4425.2b7205e3efe2e00f28af.bundle.js/vendors~addressautocomplete~affirmincontext~afterpayincontex.md	vendors~AddressAutocomplete~AffirmInContext~AfterpayInContext~AmazonPayButton~ApplePay~AppleWebProvi~0dbe4425.2b7205e3efe2e00f28af.bundle	3. Personal\DEV\MindBoost - Replit_files\vendors~AddressAutocomplete~AffirmInContext~AfterpayInContext~AmazonPayButton~ApplePay~AppleWebProvi~0dbe4425.2b7205e3efe2e00f28af.bundle.js	js	0.5	2025-05-15	[personal]	```js
Projects/webpack-72115825ff128503.js/webpack-72115825ff128503.md	webpack 72115825ff128503	3. Personal\DEV\MindBoost - Replit_files\webpack-72115825ff128503.js	js	0.5	2025-05-15	[personal]	```js
Projects/worksheets.html/worksheets.md	worksheets	3. Personal\DEV\MindBoost - Replit_files\worksheets.html	html	0.8	2025-05-15	[work]	Growth Companion - Transform YouTube Content Into Action 
Projects/workspace_iframe.html/workspace-iframe.md	workspace iframe	3. Personal\DEV\MindBoost - Replit_files\workspace_iframe.html	html	0.8	2025-05-15	[work]	
Projects/write-copy/creation-document.md	creation document	3. Personal\DEV\Business Podcast Frameworks\Write Copy\creation_document.pdf	pdf	0.8	2025-08-09	[work]	Persuasive Copywriting – Creation Framework Based on Alex
Projects/write-copy/llm-review-checklist.md	llm review checklist	3. Personal\DEV\Business Podcast Frameworks\Write Copy\llm_review_checklist.pdf	pdf	0.8	2025-08-09	[work]	Persuasive Copywriting Compliance Checklist – Hormozi
Projects/write-copy/_index.md	write-copy						# write-copy
Projects/_app-3db5731c1597680f.js/app-3db5731c1597680f.md	app 3db5731c1597680f	3. Personal\DEV\MindBoost - Replit_files\_app-3db5731c1597680f.js	js	0.5	2025-05-15	[personal]	```js
Projects/_buildmanifest.js/buildmanifest.md	buildManifest	3. Personal\DEV\MindBoost - Replit_files\_buildManifest.js	js	0.5	2025-05-15	[personal]	```js
Projects/_root/gdpr-compliance-framework-for-early.md	GDPR Compliance Framework for Early	3. Personal\DEV\GDPR Compliance Framework for Early.docx	docx	0.8	2025-05-27	[work]	GDPR Compliance Framework for Early-Stage Startups
Projects/_root/mindboost--replit.md	MindBoost   Replit	3. Personal\DEV\MindBoost - Replit.html	html	0.8	2025-05-15	[personal]	MindBoost - Replit Skip to content Home MindBoost 1/10 checkpoints used Invite Deploy TW Files Commands File Folder Agen
Projects/_root/park56-website.md	Park56 WEBSITE	3. Personal\DEV\Park56 WEBSITE.pdf	pdf	0.8	2025-08-19	[personal]	1. SEO + Page Metadata 
Projects/_ssgmanifest.js/ssgmanifest.md	ssgManifest	3. Personal\DEV\MindBoost - Replit_files\_ssgManifest.js	js	0.5	2025-05-15	[personal]	```js
Resources/Code/_index.md	Code				"2026-05-10"		# Code
Resources/Code/Google Colab/Untitled0.md	Untitled0				"2026-05-10"		# Untitled0
Resources/Code/Google Colab/Untitled1.md	Untitled1				"2026-05-10"		# Untitled1
Resources/Code/Google Colab/Untitled10.md	Untitled10				"2026-05-10"		# Untitled10
Resources/Code/Google Colab/Untitled11.md	Untitled11				"2026-05-10"		# Untitled11
Resources/Code/Google Colab/Untitled12.md	Untitled12				"2026-05-10"		# Untitled12
Resources/Code/Google Colab/Untitled13.md	Untitled13				"2026-05-10"		# Untitled13
Resources/Code/Google Colab/Untitled14.md	Untitled14				"2026-05-10"		# Untitled14
Resources/Code/Google Colab/Untitled2.md	Untitled2				"2026-05-10"		# Untitled2
Resources/Code/Google Colab/Untitled3.md	Untitled3				"2026-05-10"		# Untitled3
Resources/Code/Google Colab/Untitled4.md	Untitled4				"2026-05-10"		# Untitled4
Resources/Code/Google Colab/Untitled5.md	Untitled5				"2026-05-10"		# Untitled5
Resources/Code/Google Colab/Untitled6.md	Untitled6				"2026-05-10"		# Untitled6
Resources/Code/Google Colab/Untitled7.md	Untitled7				"2026-05-10"		# Untitled7
Resources/Code/Google Colab/Untitled8.md	Untitled8				"2026-05-10"		# Untitled8
Resources/Code/Google Colab/Untitled9.md	Untitled9				"2026-05-10"		# Untitled9
Resources/Code/Google Colab/_index.md	Google Colab				"2026-05-10"		# Google Colab
Resources/Code/Python/A111 MD Timeline.md	A111 MD Timeline				"2026-05-10"		# A111 MD Timeline
Resources/Code/Python/Change Wine Name Cellar.md	ChangeWineNameCellar				"2026-05-10"		# ChangeWineNameCellar
Resources/Code/Python/Copy of Untitled5.md	Kopie van Untitled5				"2026-05-10"		# Kopie van Untitled5
Resources/Code/Python/CP Organizing Tasks.md	CP   Organizing Tasks				"2026-05-10"		# CP   Organizing Tasks
Resources/Code/Python/HYATT Expanded vs Budget.md	HYATT expanded vs budget EXPORT				"2026-05-10"		# HYATT expanded vs budget EXPORT
Resources/Code/Python/_index.md	Python				"2026-05-10"		# Python
Resources/contract/2024-05-24-nda-blh-proofreaders.md	NDA BLH proofreaders	Documents\NDA BLH proofreaders.docx	docx	0.8	2024-05-24	[learning, contract]	MAASTRICHT HOTEL MANAGEMENT SCHOOL
Resources/contract/_index.md							# Contract — Index
Resources/finance/2023-11-10-fisheretal.md	FisherEtAl	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\FisherEtAl.pdf	pdf	0.8	2023-11-10	[finance]	Using Budgets for Performance Evaluation: Effects of Resource Allocation and Horizontal
Resources/finance/2023-11-10-parkerkyj.md	ParkerKyj	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\ParkerKyj.pdf	pdf	0.8	2023-11-10	[finance]	Vertical information sharing in the budgeting process
Resources/finance/2023-11-16-r-lynn-hannan.md	R. Lynn Hannan	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\R. Lynn Hannan.pdf	pdf	0.8	2023-11-16	[finance]	Flattening the organization: the effect of organizational
Resources/finance/2023-11-16-s-kramer.md	S. Kramer	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\S. Kramer.pdf	pdf	0.8	2023-11-16	[finance]	STEPHAN KRAMER AND FRANK HARTMANN
Resources/finance/2023-11-25-m-c-jensen.md	M. C. Jensen	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\M. C. Jensen.pdf	pdf	0.8	2023-11-25	[finance]	Professional Forum
Resources/finance/2023-11-27-s-m-leitner.md	S. M. Leitner	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\S. M. Leitner.pdf	pdf	0.8	2023-11-27	[finance]	VOL 53 NO. 1 (DEC, 201tt), 1-38
Resources/finance/2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	chapter 1 The great misunderstanding Third edition of KPI book by David Parmenter	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\chapter-1-The-great-misunderstanding-Third-edition-of-KPI-book-by-David-Parmenter.pdf	pdf	0.8	2023-12-04	[finance]	Trim Size: 6in x 9in
Resources/finance/2023-12-08-a-van-der-stede.md	A. Van der Stede	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\A. Van der Stede.pdf	pdf	0.8	2023-12-08	[finance]	The relationship between two consequences of budgetary
Resources/finance/2023-12-08-papers-1-4.md	PAPERS 1 4	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\PAPERS 1-4.docx	docx	0.8	2023-12-08	[finance]	PAPER 1: Fisher, J. G., Maines, L. A., Peffer, S. A., & Sprinkle, G. B. (2002). Using budgets for performance evaluation
Resources/finance/2023-12-08-s-mark-young.md	S. Mark Young	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\S. Mark Young.pdf	pdf	0.8	2023-12-08	[finance]	Journal of Accounting Research
Resources/finance/2023-12-11-adam-s-maiga.md	Adam S. Maiga	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Adam S. Maiga.docx	docx	0.8	2023-12-11	[finance]	Budget Participation’s Influence on Budget Slack: The Role of Fairness Perceptions, Trust and Goal Commitment
Resources/finance/2023-12-11-deqiang-deng.md	Deqiang Deng	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Deqiang Deng.docx	docx	0.8	2023-12-11	[finance]	
Resources/finance/2023-12-11-frank-g-h-hartmann.md	Frank G. H. Hartmann	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Frank G. H. Hartmann.docx	docx	0.8	2023-12-11	[finance]	BEHAVIORAL RESEARCH IN ACCOUNTING American Accounting Association
Resources/finance/2023-12-11-imas-nurani-islami.md	Imas Nurani Islami	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Imas Nurani Islami.docx	docx	0.8	2023-12-11	[finance]	Journal of Indonesian Economy and Business Volume 34, Number 2, 2019, 149 – 168
Resources/finance/2023-12-11-jessen-l-hobson.md	Jessen L. Hobson	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Jessen L. Hobson.docx	docx	0.8	2023-12-11	[finance]	BEHAVIORAL RESEARCH IN ACCOUNTING American Accounting Association
Resources/finance/2023-12-11-min-ju.md	Min Ju	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Min Ju.docx	docx	0.8	2023-12-11	[finance]	Asia Pac J Manag (2009) 26:701–717 DOI 10.1007/s10490-009-9148-1
Resources/finance/2023-12-11-rindu-rika-gamayuni.md	Rindu Rika Gamayuni	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Rindu Rika Gamayuni.docx	docx	0.8	2023-12-11	[finance]	
Resources/finance/2023-12-11-theresa-libby.md	Theresa Libby	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\WordFiles\Theresa Libby.docx	docx	0.8	2023-12-11	[finance]	Management Accounting Research 21 (2010) 56–75
Resources/finance/2023-12-16-case-ath.md	Case ATH	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\Case-ATH.pdf	pdf	0.8	2023-12-16	[finance]	HARVARD BUSINESS SCHOOL
Resources/finance/2023-12-20-maslows-hierarchy-of-needs.md	Maslows Hierarchy of Needs	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Final sources\Maslows-Hierarchy-of-Needs.pdf	pdf	0.8	2023-12-20	[finance]	Maslow's Hierarchy of 
Resources/finance/2023-12-20-premaster-finance-potential-question.md	Premaster Finance potential Question	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Premaster Finance potential Question.docx	docx	0.8	2023-12-20	[finance]	Most questions on the papers are about hypothesis development (WHEN NOT MET WHY?)
Resources/finance/2024-01-06-moers-2004.md	Moers, 2004	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Moers, 2004.pdf	pdf	0.8	2024-01-06	[finance]	Discretion and bias in performance evaluation: the impact
Resources/finance/2024-01-07-finance-papers-summaries.md	Finance papers summaries	PERSONAL\SCHOOL\HMSM\PremasterPart2\Elective Finance\Finance papers summaries.docx	docx	0.8	2024-01-07	[finance]	Fisher, J. G., Peffer, S. A., & Sprinkle, G. B. (2003). Budget-Based Contracts, Budget Levels, and Group Performance. Jo
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	bnppre hotel investment market germany 2022q1 0	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2022q1_0.docx	docx	0.8	2024-03-19	[finance]	BNP PARIBAS
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	bnppre hotel investment market germany 2022q2	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2022q2.docx	docx	0.8	2024-03-19	[finance]	BNP PARIBAS
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	bnppre hotel investment market germany 2022q3	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2022q3.docx	docx	0.8	2024-03-19	[finance]	BNP PARIBAS Real Estate
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	bnppre hotel investment market germany 2022q4	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2022q4.docx	docx	0.8	2024-03-19	[finance]	BNP PARIBAS
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	bnppre hotel investment market germany 2023q1	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2023q1.docx	docx	0.8	2024-03-19	[finance]	Hotel investments in A-locations Q1
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	bnppre hotel investment market germany 2023q2	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2023q2.docx	docx	0.8	2024-03-19	[finance]	# Hotel investments in A-locations H1
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	bnppre hotel investment market germany 2023q3	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\WORD EXTRACT\bnppre-hotel-investment-market-germany-2023q3.docx	docx	0.8	2024-03-19	[finance]	BNP PARIBAS
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	bnppre hotel investment market germany 2023q4	PERSONAL\SCHOOL\HMSM\LIT4MNGPROJ\HOTEL MARKET META\BNP\bnppre-hotel-investment-market-germany-2023q4.pdf	pdf	0.8	2024-03-19	[finance]	1
Resources/finance/_index.md							# Finance — Index
Resources/meeting/2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	Interview Mr. Knoll BLH 20240507 Transcription	Documents\Interview Mr. Knoll BLH-20240507 Transcription.docx	docx	0.8	2024-05-07	[learning, meeting]	Interview Mr. Knoll BLH-20240507 093940-Meeting Recording
Resources/meeting/2024-10-29-jll-interview-prep.md	JLL interview prep	Documents\JLL interview prep.docx	docx	0.8	2024-10-29	[learning, meeting]	30 Common JLL Interview Questions & Answers
Resources/meeting/_index.md							# Meeting — Index
Resources/personal/2018-09-07-pws-eco-2.md	PWS ECO 2	PERSONAL\SCHOOL\Gregorius\PWS\PWS ECO-2.docx	docx	0.8	2018-09-07	[personal]	Het onderzoeksplan
Resources/personal/2018-09-07-vragen-voor-tieners.md	Vragen voor tieners	PERSONAL\SCHOOL\Gregorius\PWS\Vragen voor tieners_.docx	docx	0.8	2018-09-07	[personal]	Vragen voor tieners:
Resources/personal/2018-10-01-beschouwing-nederlands-dna.md	Beschouwing Nederlands DNA	PERSONAL\SCHOOL\Winford\Nederlands\Beschouwing Nederlands DNA.docx	docx	0.8	2018-10-01	[personal]	Beschouwing Nederlands DNA-Databank:
Resources/personal/2018-10-26-biermarkt-v2.md	BIERMARKT V2	PERSONAL\SCHOOL\Gregorius\PWS\BIERMARKT_V2.docx	docx	0.8	2018-10-26	[personal, archived]	Op 5 heb ik een enquête uitgestuurd via de sociale media “Instagram” en “Snapchat”. De enquête was gemaakt in Google For
Resources/personal/2018-10-26-bronnen-pws-eco.md	Bronnen PWS ECO	PERSONAL\SCHOOL\Gregorius\PWS\Bronnen PWS ECO.docx	docx	0.8	2018-10-26	[personal]	Bronnen PWS ECO
Resources/personal/2018-10-26-vragen-lijst-bierbrouwerijen.md	Vragen lijst Bierbrouwerijen	PERSONAL\SCHOOL\Gregorius\PWS\Vragen lijst Bierbrouwerijen.docx	docx	0.8	2018-10-26	[personal]	Vragen voor Bierbrouwerijen
Resources/personal/2018-12-02-181202-pws-eco-thomas-wielinga.md	181202 PWS ECO THOMAS WIELINGA	PERSONAL\SCHOOL\Gregorius\PWS\181202 PWS ECO THOMAS WIELINGA.pdf	pdf	0.8	2018-12-02	[personal]	1 
Resources/personal/2018-12-10-po-makkelaardij.md	po makkelaardij	PERSONAL\SCHOOL\Gregorius\Informatica\po makkelaardij.docx	docx	0.8	2018-12-10	[personal]	PO-informatica
Resources/personal/2019-01-03-pws-eco.md	PWS ECO	PERSONAL\SCHOOL\Gregorius\PWS\PWS ECO.docx	docx	0.8	2019-01-03	[personal]	Het effect van de introductie van de nieuwe Drank- en Horecawet per 1 januari 2014 op de alcohol-consumptie van jongeren
Resources/personal/2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	Boekverslag 11 NL V6 Een liefde in Parijs	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 11 NL V6 Een liefde in Parijs.docx	docx	0.8	2019-01-14	[personal]	De hoofdpersoon van Een liefde in Parijs is de schrijver Richard Sanders. Vlak na aankomst in Parijs heeft hij op straat
Resources/personal/2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	Boekverslag 12 NL V6 Stadium IV x3	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 12 NL V6 Stadium IV x3.docx	docx	0.8	2019-01-14	[personal]	Schrijver:   Kollaard, Sander
Resources/personal/2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	Boekverslag 10 NL V6 Het Hout x5	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 10 NL V6 Het Hout x5.docx	docx	0.8	2019-01-15	[personal]	Boek opdracht drie Het Hout       Thomas Wielinga
Resources/personal/2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	Analyse Pshycho KUA Thomas Wielinga	PERSONAL\SCHOOL\Gregorius\KUNST FILES\Analyse Pshycho KUA Thomas Wielinga.docx	docx	0.8	2019-01-28	[personal]	Analyse Pshycho: Cameravoering
Resources/personal/2019-03-06-boekverslag-5-nl-v6-godin-held.md	Boekverslag 5 NL V6 Godin, held	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 5 NL V6 Godin, held.docx	docx	0.8	2019-03-06	[personal]	Onvervuld verlangen
Resources/personal/2019-03-06-boekverslag-6-nl-v6-warenar.md	Boekverslag 6 NL V6 Warenar	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 6 NL V6 Warenar.docx	docx	0.8	2019-03-06	[personal]	Liefde en een pot met geld
Resources/personal/2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	Boekverslag 8 NL V6 Het diner x6	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 8 NL V6 Het diner x6.docx	docx	0.8	2019-03-06	[personal]	Het diner
Resources/personal/2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	Boekverslag 1 NL V6 Soldaten huilen niet x1	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 1 NL V6 Soldaten huilen niet x1.docx	docx	0.8	2019-03-12	[personal, archived]	Recensie ‘Soldaten huilen niet’
Resources/personal/2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	Boekverslag 2 NL V6 Deja Vu x8	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 2 NL V6 Deja Vu x8.docx	docx	0.8	2019-03-12	[personal]	Déjà vu – Esther Verhoef
Resources/personal/2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	Boekverslag 3 NL V6 Turks fruit x7	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 3 NL V6 Turks fruit x7.docx	docx	0.8	2019-03-12	[personal]	Het boek was nóg beter
Resources/personal/2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	Boekverslag 7 NL V6 Fabriekskinderen	PERSONAL\SCHOOL\Winford\Nederlands\Nederlands Boeken\Boekverslag 7 NL V6 Fabriekskinderen.docx	docx	0.8	2019-03-12	[personal]	‘Fabriekskinderen; een bede, doch niet om geld.’
Resources/personal/2019-03-16-microcontrollers.md	Microcontrollers	PERSONAL\SCHOOL\Gregorius\Informatica\Microcontrollers.docx	docx	0.8	2019-03-16	[personal]	1 Microcontrollers
Resources/personal/2019-03-16-sql-documatation.md	SQL documatation	PERSONAL\SCHOOL\Gregorius\Informatica\SQL documatation.docx	docx	0.8	2019-03-16	[personal]	SQL development
Resources/personal/2019-03-24-tijdvakken-1-8-compleet.md	Tijdvakken 1   8 compleet	PERSONAL\SCHOOL\Winford\Geschiedenis\Tijdvakken 1 - 8 compleet.docx	docx	0.8	2019-03-24	[personal]	
Resources/personal/2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	Kunstproject VWO 6 Thomas Wielinga	PERSONAL\SCHOOL\Gregorius\KUNST FILES\Kunstproject VWO 6 Thomas Wielinga.docx	docx	0.8	2019-04-08	[personal, project]	A day in the office
Resources/personal/2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	Jaarrooster Winford Utrecht  2019 2020	PERSONAL\SCHOOL\Winford\Jaarrooster Winford-Utrecht  2019-2020.pdf	pdf	0.8	2019-11-30	[personal]	datum
Resources/personal/2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	Winford Examenreglement havo vwo WEB 2018 2019	PERSONAL\SCHOOL\Winford\Winford Examenreglement havo vwo WEB 2018-2019.pdf	pdf	0.8	2019-11-30	[personal]	Winford Utrecht 
Resources/personal/2019-11-30-winford-pta-havo-1920.md	Winford PTA havo 1920	PERSONAL\SCHOOL\Winford\Winford PTA havo 1920.pdf	pdf	0.8	2019-11-30	[personal]	Programma van toetsing en afsluiting Schooljaar 2019 - 2020
Resources/personal/2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	2019 11 18 Groeiende toeristen stroom door heel Nederland voelbaar	PERSONAL\SCHOOL\Winford\Nederlands\2019-11-18 Groeiende toeristen stroom door heel Nederland voelbaar.docx	docx	0.8	2019-12-09	[personal]	De toeristen, zijn ze problematisch of toch goed?
