path	filename	ext	date_in_name	has_frontmatter	incoming_links	size_bytes	mtime	parent_folder
Projects/expansion-packs/game-development-guidelines-(unity-&-c#).md	game-development-guidelines-(unity-&-c#).md	md		Y	0	17301	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-development-guidelines.md	game-development-guidelines.md	md		Y	1	17093	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-development-story-definition-of-done-checklist.md	game-development-story-definition-of-done-checklist.md	md		Y	2	8500	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-prototype.md	game-prototype.md	md		Y	2	8708	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-sm.md	game-sm.md	md		Y	2	4819	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-story-tmpl.md	game-story-tmpl.md	md		Y	2	8814	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infra-devops-platform.md	infra-devops-platform.md	md		Y	1	6110	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infrastructure-&-devops-expansion-pack.md	infrastructure-&-devops-expansion-pack.md	md		Y	1	4359	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infrastructure-architecture-tmpl.md	infrastructure-architecture-tmpl.md	md		Y	1	20218	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infrastructure-change-validation-checklist.md	infrastructure-change-validation-checklist.md	md		Y	1	19362	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infrastructure-platform-from-arch-tmpl.md	infrastructure-platform-from-arch-tmpl.md	md		Y	1	23252	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infrastructure-review-task.md	infrastructure-review-task.md	md		Y	1	10037	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/infrastructure-validation-task.md	infrastructure-validation-task.md	md		Y	1	11485	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/level-design-doc-tmpl.md	level-design-doc-tmpl.md	md		Y	2	19386	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/phaser-2d-nodejs-game-team.md	phaser-2d-nodejs-game-team.md	md		Y	1	633	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/unity-2d-game-team.md	unity-2d-game-team.md	md		Y	1	609	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/_index.md	_index.md	md		Y	36	3913	2026-05-14	Projects/expansion-packs
Projects/f1543ea7-24bb69cb23d66b97.js/f1543ea7-24bb69cb23d66b97.md	f1543ea7-24bb69cb23d66b97.md	md		Y	0	1092432	2026-05-14	Projects/f1543ea7-24bb69cb23d66b97.js
Projects/f44716c1-cdec8ba1217a3a51.js/f44716c1-cdec8ba1217a3a51.md	f44716c1-cdec8ba1217a3a51.md	md		Y	0	54994	2026-05-14	Projects/f44716c1-cdec8ba1217a3a51.js
Projects/Florence Aug 2026/_index.md	_index.md	md		Y	36	486	2026-05-11	Projects/Florence Aug 2026
Projects/framework-40e2f15903ae7314.js/framework-40e2f15903ae7314.md	framework-40e2f15903ae7314.md	md		Y	0	209844	2026-05-14	Projects/framework-40e2f15903ae7314.js
Projects/google-maps-inner-69f8964b69de19cb4478750151cddbcb.html/google-maps-inner-69f8964b69de19cb4478750151cddbcb.md	google-maps-inner-69f8964b69de19cb4478750151cddbcb.md	md		Y	0	309	2026-05-14	Projects/google-maps-inner-69f8964b69de19cb4478750151cddbcb.html
Projects/google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.js/google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.md	google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.md	md		Y	0	172517	2026-05-14	Projects/google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.js
Projects/googlemaps.f821f33ac05b5b253091.bundle.js/googlemaps.f821f33ac05b5b253091.bundle.md	googlemaps.f821f33ac05b5b253091.bundle.md	md		Y	0	10680	2026-05-14	Projects/googlemaps.f821f33ac05b5b253091.bundle.js
Projects/googlemaps.html/googlemaps.md	googlemaps.md	md		Y	0	229	2026-05-14	Projects/googlemaps.html
Projects/gtm.js/gtm.md	gtm.md	md		Y	0	276911	2026-05-14	Projects/gtm.js
Projects/hcaptcha(1).html/hcaptcha.md	hcaptcha.md	md		Y	0	233	2026-05-14	Projects/hcaptcha(1).html
Projects/hcaptcha(2).html/hcaptcha.md	hcaptcha.md	md		Y	0	233	2026-05-14	Projects/hcaptcha(2).html
Projects/hcaptcha(3).html/hcaptcha.md	hcaptcha.md	md		Y	0	233	2026-05-14	Projects/hcaptcha(3).html
Projects/hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.html/hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.md	hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.md	md		Y	0	311	2026-05-14	Projects/hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.html
Projects/hcaptcha.html/hcaptcha.md	hcaptcha.md	md		Y	0	233	2026-05-14	Projects/hcaptcha.html
Projects/hcaptchainvisible.07a5f01870aadaf25fd7.bundle.js/hcaptchainvisible.07a5f01870aadaf25fd7.bundle.md	hcaptchainvisible.07a5f01870aadaf25fd7.bundle.md	md		Y	0	10731	2026-05-14	Projects/hcaptchainvisible.07a5f01870aadaf25fd7.bundle.js
Projects/hcaptchainvisible.html/hcaptchainvisible.md	hcaptchainvisible.md	md		Y	0	243	2026-05-14	Projects/hcaptchainvisible.html
Projects/home-3711cbf93e63799d.js/home-3711cbf93e63799d.md	home-3711cbf93e63799d.md	md		Y	0	11236	2026-05-14	Projects/home-3711cbf93e63799d.js
Projects/hotjar-5199682.js/hotjar-5199682.md	hotjar-5199682.md	md		Y	0	15382	2026-05-14	Projects/hotjar-5199682.js
Projects/how-to-extract/podcast-summary-framework.md	podcast-summary-framework.md	md		Y	0	2917	2026-05-14	Projects/how-to-extract
Projects/icon/icon.md	icon.md	md		Y	0	812	2026-05-14	Projects/icon
Projects/identify_3255c1c6.js/identify-3255c1c6.md	identify-3255c1c6.md	md		Y	0	155941	2026-05-14	Projects/identify_3255c1c6.js
Projects/injected.js/injected.md	injected.md	md		Y	0	3918	2026-05-14	Projects/injected.js
Projects/inner.html/inner.md	inner.md	md		Y	0	232	2026-05-14	Projects/inner.html
Projects/insight.min.js/insight.min.md	insight.min.md	md		Y	0	41498	2026-05-14	Projects/insight.min.js
Projects/js/js.md	js.md	md		Y	0	342127	2026-05-14	Projects/js
Projects/js(1)/js.md	js.md	md		Y	0	342127	2026-05-14	Projects/js(1)
Projects/js(2)/js.md	js.md	md		Y	0	342127	2026-05-14	Projects/js(2)
Projects/js(3)/js.md	js.md	md		Y	0	342127	2026-05-14	Projects/js(3)
Projects/js(4)/js.md	js.md	md		Y	0	342127	2026-05-14	Projects/js(4)
Projects/license/license.md	license.md	md		Y	0	1329	2026-05-14	Projects/license
Projects/linkid.js/linkid.md	linkid.md	md		Y	0	1802	2026-05-14	Projects/linkid.js
Projects/m-outer-15a2b40a058ddff1cffdb63779fe3de1.js/m-outer-15a2b40a058ddff1cffdb63779fe3de1.md	m-outer-15a2b40a058ddff1cffdb63779fe3de1.md	md		Y	0	825	2026-05-14	Projects/m-outer-15a2b40a058ddff1cffdb63779fe3de1.js
Projects/m-outer-3437aaddcdf6922d623e172c2d6f9278.html/m-outer-3437aaddcdf6922d623e172c2d6f9278.md	m-outer-3437aaddcdf6922d623e172c2d6f9278.md	md		Y	0	289	2026-05-14	Projects/m-outer-3437aaddcdf6922d623e172c2d6f9278.html
Projects/main-2e0971db8e98e8b9.js/main-2e0971db8e98e8b9.md	main-2e0971db8e98e8b9.md	md		Y	0	219848	2026-05-14	Projects/main-2e0971db8e98e8b9.js
Projects/main.js/main.md	main.md	md		Y	0	1701	2026-05-14	Projects/main.js
Projects/main.mwvintc4yjc2ma.js/main.mwvintc4yjc2ma.md	main.mwvintc4yjc2ma.md	md		Y	0	351923	2026-05-14	Projects/main.mwvintc4yjc2ma.js
Projects/main.mwvintc4yjc2mq.js/main.mwvintc4yjc2mq.md	main.mwvintc4yjc2mq.md	md		Y	0	357839	2026-05-14	Projects/main.mwvintc4yjc2mq.js
Projects/main.tsx/main.md	main.md	md		Y	0	1701	2026-05-14	Projects/main.tsx
Projects/mobile-9963f81cd3191052.js/mobile-9963f81cd3191052.md	mobile-9963f81cd3191052.md	md		Y	0	5546	2026-05-14	Projects/mobile-9963f81cd3191052.js
Projects/modules.c04774c5aa909f60fd61.js/modules.c04774c5aa909f60fd61.md	modules.c04774c5aa909f60fd61.md	md		Y	0	229645	2026-05-14	Projects/modules.c04774c5aa909f60fd61.js
Projects/new-8cb2be9e19115c45.js/new-8cb2be9e19115c45.md	new-8cb2be9e19115c45.md	md		Y	0	53508	2026-05-14	Projects/new-8cb2be9e19115c45.js
Projects/out-4.5.44.js/out-4.5.44.md	out-4.5.44.md	md		Y	0	89032	2026-05-14	Projects/out-4.5.44.js
Projects/package-lock.json/package-lock.md	package-lock.md	md		Y	1	319364	2026-05-14	Projects/package-lock.json
Projects/package.json/package.md	package.md	md		Y	1	2919	2026-05-14	Projects/package.json
Projects/pixel.js/pixel.md	pixel.md	md		Y	0	69249	2026-05-14	Projects/pixel.js
Projects/places.js/places.md	places.md	md		Y	0	313977	2026-05-14	Projects/places.js
Projects/places_impl.js/places-impl.md	places-impl.md	md		Y	0	53685	2026-05-14	Projects/places_impl.js
Projects/polyfills-42372ed130431b0a.js/polyfills-42372ed130431b0a.md	polyfills-42372ed130431b0a.md	md		Y	0	112866	2026-05-14	Projects/polyfills-42372ed130431b0a.js
Projects/pricing-b9872b1e4fc3059b.js/pricing-b9872b1e4fc3059b.md	pricing-b9872b1e4fc3059b.md	md		Y	0	37523	2026-05-14	Projects/pricing-b9872b1e4fc3059b.js
Projects/profile-b86fbd863c8b368e.js/profile-b86fbd863c8b368e.md	profile-b86fbd863c8b368e.md	md		Y	0	33197	2026-05-14	Projects/profile-b86fbd863c8b368e.js
Projects/readme.md/bmad-method	bmad-method			N	0	0	2026-05-14	Projects/readme.md
Projects/recaptcha__nl.js/recaptcha-nl.md	recaptcha-nl.md	md		Y	0	655790	2026-05-14	Projects/recaptcha__nl.js
Projects/replenvironmentdesktop-6a45c161b9c9745a.js/replenvironmentdesktop-6a45c161b9c9745a.md	replenvironmentdesktop-6a45c161b9c9745a.md	md		Y	0	3413554	2026-05-14	Projects/replenvironmentdesktop-6a45c161b9c9745a.js
Projects/replit-dev-banner.js/replit-dev-banner.md	replit-dev-banner.md	md		Y	0	4972	2026-05-14	Projects/replit-dev-banner.js
Projects/saved_resource(1).html/saved-resource.md	saved-resource.md	md		Y	0	237	2026-05-14	Projects/saved_resource(1).html
Projects/saved_resource(2).html/saved-resource.md	saved-resource.md	md		Y	0	237	2026-05-14	Projects/saved_resource(2).html
Projects/saved_resource(3).html/saved-resource.md	saved-resource.md	md		Y	0	237	2026-05-14	Projects/saved_resource(3).html
Projects/saved_resource.html/saved-resource.md	saved-resource.md	md		Y	0	237	2026-05-14	Projects/saved_resource.html
Projects/script.js/script.md	script.md	md		Y	1	2176	2026-05-14	Projects/script.js
Projects/sdk.min.js/sdk.min.md	sdk.min.md	md		Y	0	109150	2026-05-14	Projects/sdk.min.js
Projects/shared-97b5971910032686c9753d551ffb2556.js/shared-97b5971910032686c9753d551ffb2556.md	shared-97b5971910032686c9753d551ffb2556.md	md		Y	0	705675	2026-05-14	Projects/shared-97b5971910032686c9753d551ffb2556.js
Projects/stripe.js/stripe.md	stripe.md	md		Y	0	759399	2026-05-14	Projects/stripe.js
Projects/style.css/style.md	style.md	md		Y	1	9515	2026-05-14	Projects/style.css
Projects/styles__ltr.css/styles-ltr.md	styles-ltr.md	md		Y	0	78871	2026-05-14	Projects/styles__ltr.css
Projects/tools/bmad-method-installer.md	bmad-method-installer.md	md		Y	1	357	2026-05-14	Projects/tools
Projects/tools/bmad-npx-wrapper.md	bmad-npx-wrapper.md	md		Y	1	1634	2026-05-14	Projects/tools
Projects/tools/bmad.md	bmad.md	md		Y	1	17307	2026-05-14	Projects/tools
Projects/tools/bump-all-versions.md	bump-all-versions.md	md		Y	1	4136	2026-05-14	Projects/tools
Projects/tools/bump-expansion-version.md	bump-expansion-version.md	md		Y	1	2875	2026-05-14	Projects/tools
Projects/tools/cli.md	cli.md	md		Y	1	5267	2026-05-14	Projects/tools
Projects/tools/config-loader.md	config-loader.md	md		Y	1	9088	2026-05-14	Projects/tools
Projects/tools/dependency-resolver.md	dependency-resolver.md	md		Y	1	5760	2026-05-14	Projects/tools
Projects/tools/file-manager.md	file-manager.md	md		Y	1	12317	2026-05-14	Projects/tools
Projects/tools/ide-agent-config.md	ide-agent-config.md	md		Y	1	1878	2026-05-14	Projects/tools
Projects/tools/ide-base-setup.md	ide-base-setup.md	md		Y	1	7656	2026-05-14	Projects/tools
Projects/tools/ide-setup.md	ide-setup.md	md		Y	1	45394	2026-05-14	Projects/tools
Projects/tools/install.config.md	install.config.md	md		Y	1	3789	2026-05-14	Projects/tools
Projects/tools/installer.md	installer.md	md		Y	1	69062	2026-05-14	Projects/tools
Projects/tools/memory-profiler.md	memory-profiler.md	md		Y	1	6392	2026-05-14	Projects/tools
Projects/tools/module-manager.md	module-manager.md	md		Y	1	3136	2026-05-14	Projects/tools
Projects/tools/package-lock.md	package-lock.md	md		Y	1	31874	2026-05-14	Projects/tools
Projects/tools/package.md	package.md	md		Y	1	1240	2026-05-14	Projects/tools
Projects/tools/resource-locator.md	resource-locator.md	md		Y	1	9195	2026-05-14	Projects/tools
Projects/tools/semantic-release-sync-installer.md	semantic-release-sync-installer.md	md		Y	1	1352	2026-05-14	Projects/tools
Projects/tools/sync-installer-version.md	sync-installer-version.md	md		Y	1	1350	2026-05-14	Projects/tools
Projects/tools/update-expansion-version.md	update-expansion-version.md	md		Y	1	1994	2026-05-14	Projects/tools
Projects/tools/v3-to-v4-upgrader.md	v3-to-v4-upgrader.md	md		Y	1	24165	2026-05-14	Projects/tools
Projects/tools/version-bump.md	version-bump.md	md		Y	1	2667	2026-05-14	Projects/tools
Projects/tools/web-agent-bundle-instructions.md	web-agent-bundle-instructions.md	md		Y	24	2452	2026-05-14	Projects/tools
Projects/tools/web-builder.md	web-builder.md	md		Y	1	27515	2026-05-14	Projects/tools
Projects/tools/yaml-format.md	yaml-format.md	md		Y	1	7985	2026-05-14	Projects/tools
Projects/tools/yaml-utils.md	yaml-utils.md	md		Y	1	1206	2026-05-14	Projects/tools
Projects/tools/_index.md	_index.md	md		Y	36	1655	2026-05-14	Projects/tools
Projects/usage-5793740a0b882486.js/usage-5793740a0b882486.md	usage-5793740a0b882486.md	md		Y	0	55626	2026-05-14	Projects/usage-5793740a0b882486.js
Projects/util.js/util.md	util.md	md		Y	0	326722	2026-05-14	Projects/util.js
Projects/uwt.js/uwt.md	uwt.md	md		Y	0	58287	2026-05-14	Projects/uwt.js
Projects/v3.html/v3.md	v3.md	md		Y	0	2200	2026-05-14	Projects/v3.html
Projects/vendors~addressautocomplete~affirmincontext~afterpayincontext~amazonpaybutton~applepay~applewebprovi~0dbe4425.2b7205e3efe2e00f28af.bundle.js/vendors~addressautocomplete~affirmincontext~afterpayincontex.md	vendors~addressautocomplete~affirmincontext~afterpayincontex.md	md		Y	0	83859	2026-05-14	Projects/vendors~addressautocomplete~affirmincontext~afterpayincontext~amazonpaybutton~applepay~applewebprovi~0dbe4425.2b7205e3efe2e00f28af.bundle.js
Projects/webpack-72115825ff128503.js/webpack-72115825ff128503.md	webpack-72115825ff128503.md	md		Y	0	10244	2026-05-14	Projects/webpack-72115825ff128503.js
Projects/worksheets.html/worksheets.md	worksheets.md	md		Y	0	4123	2026-05-14	Projects/worksheets.html
Projects/workspace_iframe.html/workspace-iframe.md	workspace-iframe.md	md		Y	0	237	2026-05-14	Projects/workspace_iframe.html
Projects/write-copy/creation-document.md	creation-document.md	md		Y	1	2972	2026-05-14	Projects/write-copy
Projects/write-copy/llm-review-checklist.md	llm-review-checklist.md	md		Y	1	1472	2026-05-14	Projects/write-copy
Projects/write-copy/_index.md	_index.md	md		Y	36	256	2026-05-14	Projects/write-copy
Projects/_app-3db5731c1597680f.js/app-3db5731c1597680f.md	app-3db5731c1597680f.md	md		Y	0	2153512	2026-05-14	Projects/_app-3db5731c1597680f.js
Projects/_buildmanifest.js/buildmanifest.md	buildmanifest.md	md		Y	0	23171	2026-05-14	Projects/_buildmanifest.js
Projects/_root/gdpr-compliance-framework-for-early.md	gdpr-compliance-framework-for-early.md	md		Y	0	3564	2026-05-14	Projects/_root
Projects/_root/mindboost--replit.md	mindboost--replit.md	md		Y	0	6613	2026-05-14	Projects/_root
Projects/_root/park56-website.md	park56-website.md	md		Y	0	12758	2026-05-14	Projects/_root
Projects/_ssgmanifest.js/ssgmanifest.md	ssgmanifest.md	md		Y	0	495	2026-05-14	Projects/_ssgmanifest.js
Resources/Code/_index.md	_index.md	md		Y	36	1034	2026-05-10	Resources/Code
Resources/Code/Google Colab/Untitled0.md	Untitled0.md	md		Y	3	1624	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled1.md	Untitled1.md	md		Y	2	2740	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled10.md	Untitled10.md	md		Y	2	6565	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled11.md	Untitled11.md	md		Y	2	7854	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled12.md	Untitled12.md	md		Y	2	5449	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled13.md	Untitled13.md	md		Y	2	8895	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled14.md	Untitled14.md	md		Y	2	28804	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled2.md	Untitled2.md	md		Y	2	10602	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled3.md	Untitled3.md	md		Y	2	43126	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled4.md	Untitled4.md	md		Y	2	6724	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled5.md	Untitled5.md	md		Y	2	23334	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled6.md	Untitled6.md	md		Y	2	11242	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled7.md	Untitled7.md	md		Y	2	6142	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled8.md	Untitled8.md	md		Y	2	16335	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/Untitled9.md	Untitled9.md	md		Y	2	2254	2026-05-10	Resources/Code/Google Colab
Resources/Code/Google Colab/_index.md	_index.md	md		Y	36	445	2026-05-10	Resources/Code/Google Colab
Resources/Code/Python/A111 MD Timeline.md	A111 MD Timeline.md	md		Y	2	4056	2026-05-10	Resources/Code/Python
Resources/Code/Python/Change Wine Name Cellar.md	Change Wine Name Cellar.md	md		Y	2	4087	2026-05-10	Resources/Code/Python
Resources/Code/Python/Copy of Untitled5.md	Copy of Untitled5.md	md		Y	2	4124	2026-05-10	Resources/Code/Python
Resources/Code/Python/CP Organizing Tasks.md	CP Organizing Tasks.md	md		Y	2	11130	2026-05-10	Resources/Code/Python
Resources/Code/Python/HYATT Expanded vs Budget.md	HYATT Expanded vs Budget.md	md		Y	2	15147	2026-05-10	Resources/Code/Python
Resources/Code/Python/_index.md	_index.md	md		Y	36	306	2026-05-10	Resources/Code/Python
Resources/contract/2024-05-24-nda-blh-proofreaders.md	2024-05-24-nda-blh-proofreaders.md	md	2024-05-24	Y	0	2709	2026-05-14	Resources/contract
Resources/contract/_index.md	_index.md	md		N	36	129	2026-05-14	Resources/contract
Resources/finance/2023-11-10-fisheretal.md	2023-11-10-fisheretal.md	md	2023-11-10	Y	0	68475	2026-05-14	Resources/finance
Resources/finance/2023-11-10-parkerkyj.md	2023-11-10-parkerkyj.md	md	2023-11-10	Y	0	75780	2026-05-14	Resources/finance
Resources/finance/2023-11-16-r-lynn-hannan.md	2023-11-16-r-lynn-hannan.md	md	2023-11-16	Y	0	108060	2026-05-14	Resources/finance
Resources/finance/2023-11-16-s-kramer.md	2023-11-16-s-kramer.md	md	2023-11-16	Y	0	84745	2026-05-14	Resources/finance
Resources/finance/2023-11-25-m-c-jensen.md	2023-11-25-m-c-jensen.md	md	2023-11-25	Y	0	95593	2026-05-14	Resources/finance
Resources/finance/2023-11-27-s-m-leitner.md	2023-11-27-s-m-leitner.md	md	2023-11-27	Y	0	96297	2026-05-14	Resources/finance
Resources/finance/2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	md	2023-12-04	Y	0	41885	2026-05-14	Resources/finance
Resources/finance/2023-12-08-a-van-der-stede.md	2023-12-08-a-van-der-stede.md	md	2023-12-08	Y	0	62001	2026-05-14	Resources/finance
Resources/finance/2023-12-08-papers-1-4.md	2023-12-08-papers-1-4.md	md	2023-12-08	Y	0	127692	2026-05-14	Resources/finance
Resources/finance/2023-12-08-s-mark-young.md	2023-12-08-s-mark-young.md	md	2023-12-08	Y	0	38232	2026-05-14	Resources/finance
Resources/finance/2023-12-11-adam-s-maiga.md	2023-12-11-adam-s-maiga.md	md	2023-12-11	Y	0	56915	2026-05-14	Resources/finance
Resources/finance/2023-12-11-deqiang-deng.md	2023-12-11-deqiang-deng.md	md	2023-12-11	Y	0	79470	2026-05-14	Resources/finance
Resources/finance/2023-12-11-frank-g-h-hartmann.md	2023-12-11-frank-g-h-hartmann.md	md	2023-12-11	Y	0	76132	2026-05-14	Resources/finance
Resources/finance/2023-12-11-imas-nurani-islami.md	2023-12-11-imas-nurani-islami.md	md	2023-12-11	Y	0	66258	2026-05-14	Resources/finance
Resources/finance/2023-12-11-jessen-l-hobson.md	2023-12-11-jessen-l-hobson.md	md	2023-12-11	Y	0	71522	2026-05-14	Resources/finance
Resources/finance/2023-12-11-min-ju.md	2023-12-11-min-ju.md	md	2023-12-11	Y	0	48952	2026-05-14	Resources/finance
Resources/finance/2023-12-11-rindu-rika-gamayuni.md	2023-12-11-rindu-rika-gamayuni.md	md	2023-12-11	Y	0	33278	2026-05-14	Resources/finance
Resources/finance/2023-12-11-theresa-libby.md	2023-12-11-theresa-libby.md	md	2023-12-11	Y	0	66201	2026-05-14	Resources/finance
Resources/finance/2023-12-16-case-ath.md	2023-12-16-case-ath.md	md	2023-12-16	Y	0	34215	2026-05-14	Resources/finance
Resources/finance/2023-12-20-maslows-hierarchy-of-needs.md	2023-12-20-maslows-hierarchy-of-needs.md	md	2023-12-20	Y	0	20561	2026-05-14	Resources/finance
Resources/finance/2023-12-20-premaster-finance-potential-question.md	2023-12-20-premaster-finance-potential-question.md	md	2023-12-20	Y	0	1780	2026-05-14	Resources/finance
Resources/finance/2024-01-06-moers-2004.md	2024-01-06-moers-2004.md	md	2024-01-06	Y	0	57620	2026-05-14	Resources/finance
Resources/finance/2024-01-07-finance-papers-summaries.md	2024-01-07-finance-papers-summaries.md	md	2024-01-07	Y	0	5347	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	md	2024-03-19	Y	0	7902	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	md	2024-03-19	Y	0	8097	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	md	2024-03-19	Y	0	7793	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	md	2024-03-19	Y	0	7866	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	md	2024-03-19	Y	0	4396	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	md	2024-03-19	Y	0	4403	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	md	2024-03-19	Y	0	7896	2026-05-14	Resources/finance
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	md	2024-03-19	Y	0	3736	2026-05-14	Resources/finance
Resources/finance/_index.md	_index.md	md		N	36	1592	2026-05-14	Resources/finance
Resources/meeting/2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	md	2024-05-07	Y	0	28627	2026-05-14	Resources/meeting
Resources/meeting/2024-10-29-jll-interview-prep.md	2024-10-29-jll-interview-prep.md	md	2024-10-29	Y	0	82460	2026-05-14	Resources/meeting
Resources/meeting/_index.md	_index.md	md		N	36	195	2026-05-14	Resources/meeting
Resources/personal/2018-09-07-pws-eco-2.md	2018-09-07-pws-eco-2.md	md	2018-09-07	Y	0	4113	2026-05-14	Resources/personal
Resources/personal/2018-09-07-vragen-voor-tieners.md	2018-09-07-vragen-voor-tieners.md	md	2018-09-07	Y	0	2068	2026-05-14	Resources/personal
Resources/personal/2018-10-01-beschouwing-nederlands-dna.md	2018-10-01-beschouwing-nederlands-dna.md	md	2018-10-01	Y	0	3543	2026-05-14	Resources/personal
Resources/personal/2018-10-26-biermarkt-v2.md	2018-10-26-biermarkt-v2.md	md	2018-10-26	Y	0	6521	2026-05-14	Resources/personal
Resources/personal/2018-10-26-bronnen-pws-eco.md	2018-10-26-bronnen-pws-eco.md	md	2018-10-26	Y	0	720	2026-05-14	Resources/personal
Resources/personal/2018-10-26-vragen-lijst-bierbrouwerijen.md	2018-10-26-vragen-lijst-bierbrouwerijen.md	md	2018-10-26	Y	0	909	2026-05-14	Resources/personal
Resources/personal/2018-12-02-181202-pws-eco-thomas-wielinga.md	2018-12-02-181202-pws-eco-thomas-wielinga.md	md	2018-12-02	Y	0	42227	2026-05-14	Resources/personal
Resources/personal/2018-12-10-po-makkelaardij.md	2018-12-10-po-makkelaardij.md	md	2018-12-10	Y	0	39977	2026-05-14	Resources/personal
Resources/personal/2019-01-03-pws-eco.md	2019-01-03-pws-eco.md	md	2019-01-03	Y	0	34470	2026-05-14	Resources/personal
Resources/personal/2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	md	2019-01-14	Y	0	857	2026-05-14	Resources/personal
Resources/personal/2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	md	2019-01-14	Y	0	7366	2026-05-14	Resources/personal
Resources/personal/2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	md	2019-01-15	Y	0	4029	2026-05-14	Resources/personal
Resources/personal/2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	md	2019-01-28	Y	0	922	2026-05-14	Resources/personal
Resources/personal/2019-03-06-boekverslag-5-nl-v6-godin-held.md	2019-03-06-boekverslag-5-nl-v6-godin-held.md	md	2019-03-06	Y	0	16215	2026-05-14	Resources/personal
