path	bucket	proposed_new_path	reason	confidence
Projects/bmad-core/brownfield-service.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/workflows/brownfield-service.yaml	BMad framework	high
Projects/bmad-core/brownfield-ui.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/workflows/brownfield-ui.yaml	BMad framework	high
Projects/bmad-core/change-navigation-checklist.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/checklists/change-checklist.md	BMad framework	high
Projects/bmad-core/competitor-analysis-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/competitor-analysis-tmpl.yaml	BMad framework	high
Projects/bmad-core/core-config.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/core-config.yaml	BMad framework	high
Projects/bmad-core/correct-course-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/correct-course.md	BMad framework	high
Projects/bmad-core/create-ai-frontend-prompt-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/generate-ai-frontend-prompt.md	BMad framework	high
Projects/bmad-core/create-brownfield-epic-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/brownfield-create-epic.md	BMad framework	high
Projects/bmad-core/create-brownfield-story-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/create-brownfield-story.md	BMad framework	high
Projects/bmad-core/create-deep-research-prompt-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/create-deep-research-prompt.md	BMad framework	high
Projects/bmad-core/create-next-story-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/create-next-story.md	BMad framework	high
Projects/bmad-core/dev.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/dev.md	BMad framework	high
Projects/bmad-core/document-an-existing-project.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/document-project.md	BMad framework	high
Projects/bmad-core/document-sharding-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/shard-doc.md	BMad framework	high
Projects/bmad-core/elicitation-methods-data.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/data/elicitation-methods.md	BMad framework	high
Projects/bmad-core/facilitate-brainstorming-session.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/facilitate-brainstorming-session.md	BMad framework	high
Projects/bmad-core/front-end-architecture-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/front-end-architecture-tmpl.yaml	BMad framework	high
Projects/bmad-core/front-end-spec-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/front-end-spec-tmpl.yaml	BMad framework	high
Projects/bmad-core/fullstack-architecture-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/fullstack-architecture-tmpl.yaml	BMad framework	high
Projects/bmad-core/greenfield-fullstack.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/workflows/greenfield-fullstack.yaml	BMad framework	high
Projects/bmad-core/greenfield-service.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/workflows/greenfield-service.yaml	BMad framework	high
Projects/bmad-core/greenfield-ui.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/workflows/greenfield-ui.yaml	BMad framework	high
Projects/bmad-core/index-documentation-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/index-docs.md	BMad framework	high
Projects/bmad-core/kb-mode-interaction-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/kb-mode-interaction.md	BMad framework	high
Projects/bmad-core/market-research-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/market-research-tmpl.yaml	BMad framework	high
Projects/bmad-core/pm.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/pm.md	BMad framework	high
Projects/bmad-core/po.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/po.md	BMad framework	high
Projects/bmad-core/prd-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/prd-tmpl.yaml	BMad framework	high
Projects/bmad-core/product-manager-(pm)-requirements-checklist.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/checklists/pm-checklist.md	BMad framework	high
Projects/bmad-core/product-owner-(po)-master-validation-checklist.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/checklists/po-master-checklist.md	BMad framework	high
Projects/bmad-core/project-brief-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/project-brief-tmpl.yaml	BMad framework	high
Projects/bmad-core/qa.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/qa.md	BMad framework	high
Projects/bmad-core/review-story.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/review-story.md	BMad framework	high
Projects/bmad-core/sm.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/sm.md	BMad framework	high
Projects/bmad-core/story-definition-of-done-(dod)-checklist.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/checklists/story-dod-checklist.md	BMad framework	high
Projects/bmad-core/story-draft-checklist.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/checklists/story-draft-checklist.md	BMad framework	high
Projects/bmad-core/story-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/story-tmpl.yaml	BMad framework	high
Projects/bmad-core/team-all.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agent-teams/team-all.yaml	BMad framework	high
Projects/bmad-core/team-fullstack.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agent-teams/team-fullstack.yaml	BMad framework	high
Projects/bmad-core/team-ide-minimal.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agent-teams/team-ide-minimal.yaml	BMad framework	high
Projects/bmad-core/team-no-ui.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agent-teams/team-no-ui.yaml	BMad framework	high
Projects/bmad-core/user-defined-preferred-patterns-and-preferences.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/data/technical-preferences.md	BMad framework	high
Projects/bmad-core/ux-expert.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/ux-expert.md	BMad framework	high
Projects/bmad-core/validate-next-story-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/validate-next-story.md	BMad framework	high
Projects/bmad-core/_index.md	keep-in-place		index/system file	high
Projects/c98f4b6df4959171387b.js/c98f4b6df4959171387b.md	junk-binary	Archive/Junk/saved-webpage/c98f4b6df4959171387b.md	saved-webpage artifact	high
Projects/client/client.md	junk-binary	Archive/Junk/saved-webpage/client.md	saved-webpage artifact	high
Projects/common/bmad-document-template-specification.md	framework-import	Resources/Frameworks/BMad-Method/common/utils/bmad-doc-template.md	BMad framework	high
Projects/common/checklist-validation-task.md	framework-import	Resources/Frameworks/BMad-Method/common/tasks/execute-checklist.md	BMad framework	high
Projects/common/create-document-from-template-(yaml-driven).md	framework-import	Resources/Frameworks/BMad-Method/common/tasks/create-doc.md	BMad framework	high
Projects/common/workflow-management.md	framework-import	Resources/Frameworks/BMad-Method/common/utils/workflow-management.md	BMad framework	high
Projects/common/_index.md	keep-in-place		index/system file	high
Projects/common.js/common.md	junk-binary	Archive/Junk/saved-webpage/common.md	saved-webpage artifact	high
Projects/contributing.md/contributing-to-this-project.md	framework-import	Resources/Frameworks/BMad-Method/CONTRIBUTING.md	BMad framework	high
Projects/controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.js/controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.md	junk-binary	Archive/Junk/saved-webpage/controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.md	saved-webpage artifact	high
Projects/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec(1).html/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	junk-binary	Archive/Junk/saved-webpage/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	saved-webpage artifact	high
Projects/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.html/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	junk-binary	Archive/Junk/saved-webpage/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	saved-webpage artifact	high
Projects/controls.js/controls.md	junk-binary	Archive/Junk/saved-webpage/controls.md	saved-webpage artifact	high
Projects/css2/css2.md	junk-binary	Archive/Junk/saved-webpage/css2.md	saved-webpage artifact	high
Projects/DayVibe/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Content/Big Book of Ideas.md	keep-in-place		structured folder	high
Projects/DayVibe/Content/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Content/Write Copy/Copy for Website.md	keep-in-place		structured folder	high
Projects/DayVibe/Content/Write Copy/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Design/Brand Guidelines.md	keep-in-place		structured folder	high
Projects/DayVibe/Design/Brand with AI.md	keep-in-place		structured folder	high
Projects/DayVibe/Design/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Design/Avatar Assets/access.md	keep-in-place		structured folder	high
Projects/DayVibe/Design/Avatar Assets/avatar_imgur.md	keep-in-place		structured folder	high
Projects/DayVibe/Design/Avatar Assets/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Legal/Privacy Policy.md	keep-in-place		structured folder	high
Projects/DayVibe/Legal/Terms of Service.md	keep-in-place		structured folder	high
Projects/DayVibe/Legal/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Marketing/Avatar Accountable Alex.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Customer Pain Points.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Find and Reach Target Market.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/GTM Checklist.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Guide Creating Customer Avatar.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/How to Create Customer Avatar.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Marketing Strategy.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Persona Identification.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Prompt Start V3.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/Video Assets.md	keep-in-place		structured folder	high
Projects/DayVibe/Marketing/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Meetings/2025-10-12.md	keep-in-place		structured folder	high
Projects/DayVibe/Meetings/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Product/DayVibe Product Brief.md	keep-in-place		structured folder	high
Projects/DayVibe/Product/PRD.md	keep-in-place		structured folder	high
Projects/DayVibe/Product/Tech Stack.md	keep-in-place		structured folder	high
Projects/DayVibe/Product/To-Do App.md	keep-in-place		structured folder	high
Projects/DayVibe/Product/_index.md	keep-in-place		index/system file	high
Projects/DayVibe/Research/AI Tools Guide.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Co-Founder Framework.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Competitor Analysis.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Deep Research Framework.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Interview Framework.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Market Size.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Pitch Deck Framework.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/Thought Partner.md	keep-in-place		structured folder	high
Projects/DayVibe/Research/_index.md	keep-in-place		index/system file	high
Projects/dayvibe-v4/script.md	junk-binary	Archive/Junk/web-code-artifacts/script.md	code/web file low-conf	high
Projects/dayvibe-v4/style.md	junk-binary	Archive/Junk/web-code-artifacts/style.md	code/web file low-conf	high
Projects/dayvibe-v4/_index.md	keep-in-place		index/system file	high
Projects/dayvibe-workspace.code-workspace/dayvibe-workspace.md	junk-binary	Archive/Junk/web-code-artifacts/dayvibe-workspace.md	code/web file low-conf	high
Projects/desktop-bb5cc2b74ad57ae2.js/desktop-bb5cc2b74ad57ae2.md	junk-binary	Archive/Junk/saved-webpage/desktop-bb5cc2b74ad57ae2.md	saved-webpage artifact	high
Projects/dist/web-agent-bundle-instructions.md	junk-binary	Archive/Junk/dev-artifacts/web-agent-bundle-instructions.md	dev artifact folder	high
Projects/dist/_index.md	keep-in-place		index/system file	high
Projects/docs/bmad-method-guiding-principles.md	framework-import	Resources/Frameworks/BMad-Method/docs/GUIDING-PRINCIPLES.md	BMad framework	high
Projects/docs/how-to-contribute-with-pull-requests.md	framework-import	Resources/Frameworks/BMad-Method/docs/how-to-contribute-with-pull-requests.md	BMad framework	high
Projects/docs/how-to-release-a-new-version.md	framework-import	Resources/Frameworks/BMad-Method/docs/versioning-and-releases.md	BMad framework	high
Projects/docs/the-power-of-bmad-expansion-packs.md	framework-import	Resources/Frameworks/BMad-Method/docs/expansion-packs.md	BMad framework	high
Projects/docs/version-history.md	framework-import	Resources/Frameworks/BMad-Method/docs/versions.md	BMad framework	high
Projects/docs/_index.md	keep-in-place		index/system file	high
Projects/enterprise.js/enterprise.md	junk-binary	Archive/Junk/saved-webpage/enterprise.md	saved-webpage artifact	high
Projects/eruda.js/eruda.md	junk-binary	Archive/Junk/saved-webpage/eruda.md	saved-webpage artifact	high
Projects/events(1).js/events.md	junk-binary	Archive/Junk/saved-webpage/events.md	saved-webpage artifact	high
Projects/events(2).js/events.md	junk-binary	Archive/Junk/saved-webpage/events.md	saved-webpage artifact	high
Projects/events.js/events.md	junk-binary	Archive/Junk/saved-webpage/events.md	saved-webpage artifact	high
Projects/expansion-packs/advanced-game-design-elicitation-task.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/tasks/advanced-elicitation.md	BMad framework	high
Projects/expansion-packs/bmad-infrastructure-devops-expansion-pack-knowledge-base.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/data/bmad-kb.md	BMad framework	high
Projects/expansion-packs/bmad-method-expansion-packs.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/README.md	BMad framework	high
Projects/expansion-packs/config.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/config.yaml	BMad framework	high
Projects/expansion-packs/create-game-development-story-task.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/tasks/create-game-story.md	BMad framework	high
Projects/expansion-packs/game-architecture-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/templates/game-architecture-tmpl.yaml	BMad framework	high
Projects/expansion-packs/game-brief-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/templates/game-brief-tmpl.yaml	BMad framework	high
Projects/expansion-packs/game-design-brainstorming-techniques-task.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/tasks/game-design-brainstorming.md	BMad framework	high
Projects/expansion-packs/game-design-doc-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/templates/game-design-doc-tmpl.yaml	BMad framework	high
Projects/expansion-packs/game-design-document-quality-checklist.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/checklists/game-design-checklist.md	BMad framework	high
Projects/expansion-packs/game-designer.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/agents/game-designer.md	BMad framework	high
Projects/expansion-packs/game-dev-greenfield.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/workflows/game-dev-greenfield.yaml	BMad framework	high
Projects/expansion-packs/game-developer.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/agents/game-developer.md	BMad framework	high
Projects/expansion-packs/game-development-bmad-knowledge-base.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/data/bmad-kb.md	BMad framework	high
Projects/expansion-packs/game-development-guidelines-(unity-&-c#).md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/data/development-guidelines.md	BMad framework	high
Projects/expansion-packs/game-development-guidelines.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-phaser-game-dev/data/development-guidelines.md	BMad framework	high
Projects/expansion-packs/game-development-story-definition-of-done-checklist.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/checklists/game-story-dod-checklist.md	BMad framework	high
Projects/expansion-packs/game-prototype.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/workflows/game-prototype.yaml	BMad framework	high
Projects/expansion-packs/game-sm.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/agents/game-sm.md	BMad framework	high
Projects/expansion-packs/game-story-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/templates/game-story-tmpl.yaml	BMad framework	high
Projects/expansion-packs/infra-devops-platform.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/agents/infra-devops-platform.md	BMad framework	high
Projects/expansion-packs/infrastructure-&-devops-expansion-pack.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/README.md	BMad framework	high
Projects/expansion-packs/infrastructure-architecture-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/templates/infrastructure-architecture-tmpl.yaml	BMad framework	high
Projects/expansion-packs/infrastructure-change-validation-checklist.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/checklists/infrastructure-checklist.md	BMad framework	high
Projects/expansion-packs/infrastructure-platform-from-arch-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/templates/infrastructure-platform-from-arch-tmpl.yaml	BMad framework	high
Projects/expansion-packs/infrastructure-review-task.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/tasks/review-infrastructure.md	BMad framework	high
Projects/expansion-packs/infrastructure-validation-task.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-infrastructure-devops/tasks/validate-infrastructure.md	BMad framework	high
Projects/expansion-packs/level-design-doc-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/templates/level-design-doc-tmpl.yaml	BMad framework	high
Projects/expansion-packs/phaser-2d-nodejs-game-team.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-phaser-game-dev/agent-teams/phaser-2d-nodejs-game-team.yaml	BMad framework	high
Projects/expansion-packs/unity-2d-game-team.md	framework-import	Resources/Frameworks/BMad-Method/expansion-packs/bmad-2d-unity-game-dev/agent-teams/unity-2d-game-team.yaml	BMad framework	high
Projects/expansion-packs/_index.md	keep-in-place		index/system file	high
Projects/f1543ea7-24bb69cb23d66b97.js/f1543ea7-24bb69cb23d66b97.md	junk-binary	Archive/Junk/saved-webpage/f1543ea7-24bb69cb23d66b97.md	saved-webpage artifact	high
Projects/f44716c1-cdec8ba1217a3a51.js/f44716c1-cdec8ba1217a3a51.md	junk-binary	Archive/Junk/saved-webpage/f44716c1-cdec8ba1217a3a51.md	saved-webpage artifact	high
Projects/Florence Aug 2026/_index.md	keep-in-place		index/system file	high
Projects/framework-40e2f15903ae7314.js/framework-40e2f15903ae7314.md	junk-binary	Archive/Junk/saved-webpage/framework-40e2f15903ae7314.md	saved-webpage artifact	high
Projects/google-maps-inner-69f8964b69de19cb4478750151cddbcb.html/google-maps-inner-69f8964b69de19cb4478750151cddbcb.md	junk-binary	Archive/Junk/saved-webpage/google-maps-inner-69f8964b69de19cb4478750151cddbcb.md	saved-webpage artifact	high
Projects/google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.js/google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.md	junk-binary	Archive/Junk/saved-webpage/google-maps-inner-e7e17a18a2c32ecfeaaf587879bb53f6.md	saved-webpage artifact	high
Projects/googlemaps.f821f33ac05b5b253091.bundle.js/googlemaps.f821f33ac05b5b253091.bundle.md	junk-binary	Archive/Junk/saved-webpage/googlemaps.f821f33ac05b5b253091.bundle.md	saved-webpage artifact	high
Projects/googlemaps.html/googlemaps.md	junk-binary	Archive/Junk/saved-webpage/googlemaps.md	saved-webpage artifact	high
Projects/gtm.js/gtm.md	junk-binary	Archive/Junk/saved-webpage/gtm.md	saved-webpage artifact	high
Projects/hcaptcha(1).html/hcaptcha.md	junk-binary	Archive/Junk/saved-webpage/hcaptcha.md	saved-webpage artifact	high
Projects/hcaptcha(2).html/hcaptcha.md	junk-binary	Archive/Junk/saved-webpage/hcaptcha.md	saved-webpage artifact	high
Projects/hcaptcha(3).html/hcaptcha.md	junk-binary	Archive/Junk/saved-webpage/hcaptcha.md	saved-webpage artifact	high
Projects/hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.html/hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.md	junk-binary	Archive/Junk/saved-webpage/hcaptcha-invisible-18ee5d719afdf98d87dc10e425849852.md	saved-webpage artifact	high
Projects/hcaptcha.html/hcaptcha.md	junk-binary	Archive/Junk/saved-webpage/hcaptcha.md	saved-webpage artifact	high
Projects/hcaptchainvisible.07a5f01870aadaf25fd7.bundle.js/hcaptchainvisible.07a5f01870aadaf25fd7.bundle.md	junk-binary	Archive/Junk/saved-webpage/hcaptchainvisible.07a5f01870aadaf25fd7.bundle.md	saved-webpage artifact	high
Projects/hcaptchainvisible.html/hcaptchainvisible.md	junk-binary	Archive/Junk/saved-webpage/hcaptchainvisible.md	saved-webpage artifact	high
Projects/home-3711cbf93e63799d.js/home-3711cbf93e63799d.md	junk-binary	Archive/Junk/saved-webpage/home-3711cbf93e63799d.md	saved-webpage artifact	high
Projects/hotjar-5199682.js/hotjar-5199682.md	junk-binary	Archive/Junk/saved-webpage/hotjar-5199682.md	saved-webpage artifact	high
Projects/icon/icon.md	junk-binary	Archive/Junk/saved-webpage/icon.md	saved-webpage artifact	high
Projects/identify_3255c1c6.js/identify-3255c1c6.md	junk-binary	Archive/Junk/saved-webpage/identify-3255c1c6.md	saved-webpage artifact	high
Projects/injected.js/injected.md	junk-binary	Archive/Junk/saved-webpage/injected.md	saved-webpage artifact	high
Projects/inner.html/inner.md	junk-binary	Archive/Junk/saved-webpage/inner.md	saved-webpage artifact	high
Projects/insight.min.js/insight.min.md	junk-binary	Archive/Junk/saved-webpage/insight.min.md	saved-webpage artifact	high
Projects/js/js.md	junk-binary	Archive/Junk/saved-webpage/js.md	saved-webpage artifact	high
Projects/js(1)/js.md	junk-binary	Archive/Junk/saved-webpage/js.md	saved-webpage artifact	high
Projects/js(2)/js.md	junk-binary	Archive/Junk/saved-webpage/js.md	saved-webpage artifact	high
Projects/js(3)/js.md	junk-binary	Archive/Junk/saved-webpage/js.md	saved-webpage artifact	high
Projects/js(4)/js.md	junk-binary	Archive/Junk/saved-webpage/js.md	saved-webpage artifact	high
Projects/license/license.md	framework-import	Resources/Frameworks/BMad-Method/LICENSE	BMad framework	high
Projects/linkid.js/linkid.md	junk-binary	Archive/Junk/saved-webpage/linkid.md	saved-webpage artifact	high
Projects/m-outer-15a2b40a058ddff1cffdb63779fe3de1.js/m-outer-15a2b40a058ddff1cffdb63779fe3de1.md	junk-binary	Archive/Junk/saved-webpage/m-outer-15a2b40a058ddff1cffdb63779fe3de1.md	saved-webpage artifact	high
Projects/m-outer-3437aaddcdf6922d623e172c2d6f9278.html/m-outer-3437aaddcdf6922d623e172c2d6f9278.md	junk-binary	Archive/Junk/saved-webpage/m-outer-3437aaddcdf6922d623e172c2d6f9278.md	saved-webpage artifact	high
Projects/main-2e0971db8e98e8b9.js/main-2e0971db8e98e8b9.md	junk-binary	Archive/Junk/saved-webpage/main-2e0971db8e98e8b9.md	saved-webpage artifact	high
Projects/main.js/main.md	junk-binary	Archive/Junk/saved-webpage/main.md	saved-webpage artifact	high
Projects/main.mwvintc4yjc2ma.js/main.mwvintc4yjc2ma.md	junk-binary	Archive/Junk/saved-webpage/main.mwvintc4yjc2ma.md	saved-webpage artifact	high
Projects/main.mwvintc4yjc2mq.js/main.mwvintc4yjc2mq.md	junk-binary	Archive/Junk/saved-webpage/main.mwvintc4yjc2mq.md	saved-webpage artifact	high
Projects/main.tsx/main.md	junk-binary	Archive/Junk/saved-webpage/main.md	saved-webpage artifact	high
Projects/mobile-9963f81cd3191052.js/mobile-9963f81cd3191052.md	junk-binary	Archive/Junk/saved-webpage/mobile-9963f81cd3191052.md	saved-webpage artifact	high
Projects/modules.c04774c5aa909f60fd61.js/modules.c04774c5aa909f60fd61.md	junk-binary	Archive/Junk/saved-webpage/modules.c04774c5aa909f60fd61.md	saved-webpage artifact	high
Projects/new-8cb2be9e19115c45.js/new-8cb2be9e19115c45.md	junk-binary	Archive/Junk/saved-webpage/new-8cb2be9e19115c45.md	saved-webpage artifact	high
Projects/out-4.5.44.js/out-4.5.44.md	junk-binary	Archive/Junk/saved-webpage/out-4.5.44.md	saved-webpage artifact	high
Projects/package-lock.json/package-lock.md	framework-import	Resources/Frameworks/BMad-Method/package-lock.json	BMad framework	high
Projects/package.json/package.md	framework-import	Resources/Frameworks/BMad-Method/package.json	BMad framework	high
Projects/pixel.js/pixel.md	junk-binary	Archive/Junk/saved-webpage/pixel.md	saved-webpage artifact	high
Projects/places.js/places.md	junk-binary	Archive/Junk/saved-webpage/places.md	saved-webpage artifact	high
Projects/places_impl.js/places-impl.md	junk-binary	Archive/Junk/saved-webpage/places-impl.md	saved-webpage artifact	high
Projects/polyfills-42372ed130431b0a.js/polyfills-42372ed130431b0a.md	junk-binary	Archive/Junk/saved-webpage/polyfills-42372ed130431b0a.md	saved-webpage artifact	high
Projects/pricing-b9872b1e4fc3059b.js/pricing-b9872b1e4fc3059b.md	junk-binary	Archive/Junk/saved-webpage/pricing-b9872b1e4fc3059b.md	saved-webpage artifact	high
Projects/profile-b86fbd863c8b368e.js/profile-b86fbd863c8b368e.md	junk-binary	Archive/Junk/saved-webpage/profile-b86fbd863c8b368e.md	saved-webpage artifact	high
Projects/recaptcha__nl.js/recaptcha-nl.md	junk-binary	Archive/Junk/saved-webpage/recaptcha-nl.md	saved-webpage artifact	high
Projects/replenvironmentdesktop-6a45c161b9c9745a.js/replenvironmentdesktop-6a45c161b9c9745a.md	junk-binary	Archive/Junk/saved-webpage/replenvironmentdesktop-6a45c161b9c9745a.md	saved-webpage artifact	high
Projects/replit-dev-banner.js/replit-dev-banner.md	junk-binary	Archive/Junk/saved-webpage/replit-dev-banner.md	saved-webpage artifact	high
Projects/saved_resource(1).html/saved-resource.md	junk-binary	Archive/Junk/saved-webpage/saved-resource.md	saved-webpage artifact	high
Projects/saved_resource(2).html/saved-resource.md	junk-binary	Archive/Junk/saved-webpage/saved-resource.md	saved-webpage artifact	high
Projects/saved_resource(3).html/saved-resource.md	junk-binary	Archive/Junk/saved-webpage/saved-resource.md	saved-webpage artifact	high
Projects/saved_resource.html/saved-resource.md	junk-binary	Archive/Junk/saved-webpage/saved-resource.md	saved-webpage artifact	high
Projects/script.js/script.md	junk-binary	Archive/Junk/web-code-artifacts/script.md	code/web file low-conf	high
Projects/sdk.min.js/sdk.min.md	junk-binary	Archive/Junk/saved-webpage/sdk.min.md	saved-webpage artifact	high
Projects/shared-97b5971910032686c9753d551ffb2556.js/shared-97b5971910032686c9753d551ffb2556.md	junk-binary	Archive/Junk/saved-webpage/shared-97b5971910032686c9753d551ffb2556.md	saved-webpage artifact	high
