src	dst	status	notes
Projects/js(3)/js.md	Archive/Junk/saved-webpage/js.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/js(4)/js.md	Archive/Junk/saved-webpage/js.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/license/license.md	Resources/Frameworks/BMad-Method/LICENSE	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/linkid.js/linkid.md	Archive/Junk/saved-webpage/linkid.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/m-outer-15a2b40a058ddff1cffdb63779fe3de1.js/m-outer-15a2b40a058ddff1cffdb63779fe3de1.md	Archive/Junk/saved-webpage/m-outer-15a2b40a058ddff1cffdb63779fe3de1.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/m-outer-3437aaddcdf6922d623e172c2d6f9278.html/m-outer-3437aaddcdf6922d623e172c2d6f9278.md	Archive/Junk/saved-webpage/m-outer-3437aaddcdf6922d623e172c2d6f9278.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/main-2e0971db8e98e8b9.js/main-2e0971db8e98e8b9.md	Archive/Junk/saved-webpage/main-2e0971db8e98e8b9.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/main.js/main.md	Archive/Junk/saved-webpage/main.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/main.mwvintc4yjc2ma.js/main.mwvintc4yjc2ma.md	Archive/Junk/saved-webpage/main.mwvintc4yjc2ma.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/main.mwvintc4yjc2mq.js/main.mwvintc4yjc2mq.md	Archive/Junk/saved-webpage/main.mwvintc4yjc2mq.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/main.tsx/main.md	Archive/Junk/saved-webpage/main.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/mobile-9963f81cd3191052.js/mobile-9963f81cd3191052.md	Archive/Junk/saved-webpage/mobile-9963f81cd3191052.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/modules.c04774c5aa909f60fd61.js/modules.c04774c5aa909f60fd61.md	Archive/Junk/saved-webpage/modules.c04774c5aa909f60fd61.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/new-8cb2be9e19115c45.js/new-8cb2be9e19115c45.md	Archive/Junk/saved-webpage/new-8cb2be9e19115c45.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/out-4.5.44.js/out-4.5.44.md	Archive/Junk/saved-webpage/out-4.5.44.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/package-lock.json/package-lock.md	Resources/Frameworks/BMad-Method/package-lock.json	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/package.json/package.md	Resources/Frameworks/BMad-Method/package.json	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/pixel.js/pixel.md	Archive/Junk/saved-webpage/pixel.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/places.js/places.md	Archive/Junk/saved-webpage/places.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/places_impl.js/places-impl.md	Archive/Junk/saved-webpage/places-impl.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/polyfills-42372ed130431b0a.js/polyfills-42372ed130431b0a.md	Archive/Junk/saved-webpage/polyfills-42372ed130431b0a.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/pricing-b9872b1e4fc3059b.js/pricing-b9872b1e4fc3059b.md	Archive/Junk/saved-webpage/pricing-b9872b1e4fc3059b.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/profile-b86fbd863c8b368e.js/profile-b86fbd863c8b368e.md	Archive/Junk/saved-webpage/profile-b86fbd863c8b368e.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/recaptcha__nl.js/recaptcha-nl.md	Archive/Junk/saved-webpage/recaptcha-nl.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/replenvironmentdesktop-6a45c161b9c9745a.js/replenvironmentdesktop-6a45c161b9c9745a.md	Archive/Junk/saved-webpage/replenvironmentdesktop-6a45c161b9c9745a.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/replit-dev-banner.js/replit-dev-banner.md	Archive/Junk/saved-webpage/replit-dev-banner.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/saved_resource(1).html/saved-resource.md	Archive/Junk/saved-webpage/saved-resource.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/saved_resource(2).html/saved-resource.md	Archive/Junk/saved-webpage/saved-resource.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/saved_resource(3).html/saved-resource.md	Archive/Junk/saved-webpage/saved-resource.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/saved_resource.html/saved-resource.md	Archive/Junk/saved-webpage/saved-resource.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/script.js/script.md	Archive/Junk/web-code-artifacts/script.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/sdk.min.js/sdk.min.md	Archive/Junk/saved-webpage/sdk.min.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/shared-97b5971910032686c9753d551ffb2556.js/shared-97b5971910032686c9753d551ffb2556.md	Archive/Junk/saved-webpage/shared-97b5971910032686c9753d551ffb2556.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/stripe.js/stripe.md	Archive/Junk/saved-webpage/stripe.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/style.css/style.md	Archive/Junk/web-code-artifacts/style.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/styles__ltr.css/styles-ltr.md	Archive/Junk/saved-webpage/styles-ltr.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/bmad-method-installer.md	Resources/Frameworks/BMad-Method/tools/installer/README.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/bmad-npx-wrapper.md	Resources/Frameworks/BMad-Method/tools/bmad-npx-wrapper.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/bmad.md	Resources/Frameworks/BMad-Method/tools/installer/bin/bmad.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/bump-all-versions.md	Resources/Frameworks/BMad-Method/tools/bump-all-versions.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/bump-expansion-version.md	Resources/Frameworks/BMad-Method/tools/bump-expansion-version.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/cli.md	Resources/Frameworks/BMad-Method/tools/cli.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/config-loader.md	Resources/Frameworks/BMad-Method/tools/installer/lib/config-loader.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/dependency-resolver.md	Resources/Frameworks/BMad-Method/tools/lib/dependency-resolver.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/file-manager.md	Resources/Frameworks/BMad-Method/tools/installer/lib/file-manager.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/ide-agent-config.md	Resources/Frameworks/BMad-Method/tools/installer/config/ide-agent-config.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/ide-base-setup.md	Resources/Frameworks/BMad-Method/tools/installer/lib/ide-base-setup.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/ide-setup.md	Resources/Frameworks/BMad-Method/tools/installer/lib/ide-setup.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/install.config.md	Resources/Frameworks/BMad-Method/tools/installer/config/install.config.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/installer.md	Resources/Frameworks/BMad-Method/tools/installer/lib/installer.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/memory-profiler.md	Resources/Frameworks/BMad-Method/tools/installer/lib/memory-profiler.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/module-manager.md	Resources/Frameworks/BMad-Method/tools/installer/lib/module-manager.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/package-lock.md	Resources/Frameworks/BMad-Method/tools/installer/package-lock.json	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/package.md	Resources/Frameworks/BMad-Method/tools/installer/package.json	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/resource-locator.md	Resources/Frameworks/BMad-Method/tools/installer/lib/resource-locator.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/semantic-release-sync-installer.md	Resources/Frameworks/BMad-Method/tools/semantic-release-sync-installer.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/sync-installer-version.md	Resources/Frameworks/BMad-Method/tools/sync-installer-version.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/update-expansion-version.md	Resources/Frameworks/BMad-Method/tools/update-expansion-version.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/v3-to-v4-upgrader.md	Resources/Frameworks/BMad-Method/tools/upgraders/v3-to-v4-upgrader.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/version-bump.md	Resources/Frameworks/BMad-Method/tools/version-bump.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/web-agent-bundle-instructions.md	Resources/Frameworks/BMad-Method/tools/md-assets/web-agent-startup-instructions.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/web-builder.md	Resources/Frameworks/BMad-Method/tools/builders/web-builder.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/yaml-format.md	Resources/Frameworks/BMad-Method/tools/yaml-format.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/tools/yaml-utils.md	Resources/Frameworks/BMad-Method/tools/lib/yaml-utils.js	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/usage-5793740a0b882486.js/usage-5793740a0b882486.md	Archive/Junk/saved-webpage/usage-5793740a0b882486.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/util.js/util.md	Archive/Junk/saved-webpage/util.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/uwt.js/uwt.md	Archive/Junk/saved-webpage/uwt.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/vendors~addressautocomplete~affirmincontext~afterpayincontext~amazonpaybutton~applepay~applewebprovi~0dbe4425.2b7205e3efe2e00f28af.bundle.js/vendors~addressautocomplete~affirmincontext~afterpayincontex.md	Archive/Junk/saved-webpage/vendors~addressautocomplete~affirmincontext~afterpayincontex.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/webpack-72115825ff128503.js/webpack-72115825ff128503.md	Archive/Junk/saved-webpage/webpack-72115825ff128503.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/worksheets.html/worksheets.md	Archive/Junk/saved-webpage/worksheets.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/workspace_iframe.html/workspace-iframe.md	Archive/Junk/saved-webpage/workspace-iframe.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/_app-3db5731c1597680f.js/app-3db5731c1597680f.md	Archive/Junk/saved-webpage/app-3db5731c1597680f.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/_buildmanifest.js/buildmanifest.md	Archive/Junk/saved-webpage/buildmanifest.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/_ssgmanifest.js/ssgmanifest.md	Archive/Junk/saved-webpage/ssgmanifest.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/contract/2024-05-24-nda-blh-proofreaders.md	Daily/2024/05/2024-05-24-nda-blh-proofreaders.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-11-10-fisheretal.md	Areas/Personal Finance/Journal/2023/11/2023-11-10-fisheretal.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-11-10-parkerkyj.md	Areas/Personal Finance/Journal/2023/11/2023-11-10-parkerkyj.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-11-16-r-lynn-hannan.md	Areas/Personal Finance/Journal/2023/11/2023-11-16-r-lynn-hannan.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-11-16-s-kramer.md	Areas/Personal Finance/Journal/2023/11/2023-11-16-s-kramer.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-11-25-m-c-jensen.md	Areas/Personal Finance/Journal/2023/11/2023-11-25-m-c-jensen.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-11-27-s-m-leitner.md	Areas/Personal Finance/Journal/2023/11/2023-11-27-s-m-leitner.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	Areas/Personal Finance/Journal/2023/12/2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-08-a-van-der-stede.md	Areas/Personal Finance/Journal/2023/12/2023-12-08-a-van-der-stede.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-08-papers-1-4.md	Areas/Personal Finance/Journal/2023/12/2023-12-08-papers-1-4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-08-s-mark-young.md	Areas/Personal Finance/Journal/2023/12/2023-12-08-s-mark-young.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-adam-s-maiga.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-adam-s-maiga.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-deqiang-deng.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-deqiang-deng.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-frank-g-h-hartmann.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-frank-g-h-hartmann.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-imas-nurani-islami.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-imas-nurani-islami.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-jessen-l-hobson.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-jessen-l-hobson.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-min-ju.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-min-ju.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-rindu-rika-gamayuni.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-rindu-rika-gamayuni.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-11-theresa-libby.md	Areas/Personal Finance/Journal/2023/12/2023-12-11-theresa-libby.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-16-case-ath.md	Areas/Personal Finance/Journal/2023/12/2023-12-16-case-ath.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-20-maslows-hierarchy-of-needs.md	Areas/Personal Finance/Journal/2023/12/2023-12-20-maslows-hierarchy-of-needs.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2023-12-20-premaster-finance-potential-question.md	Areas/Personal Finance/Journal/2023/12/2023-12-20-premaster-finance-potential-question.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-01-06-moers-2004.md	Areas/Personal Finance/Journal/2024/01/2024-01-06-moers-2004.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-01-07-finance-papers-summaries.md	Areas/Personal Finance/Journal/2024/01/2024-01-07-finance-papers-summaries.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/meeting/2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	Daily/2024/05/2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/meeting/2024-10-29-jll-interview-prep.md	Daily/2024/10/2024-10-29-jll-interview-prep.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-09-07-pws-eco-2.md	Daily/2018/09/2018-09-07-pws-eco-2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-09-07-vragen-voor-tieners.md	Daily/2018/09/2018-09-07-vragen-voor-tieners.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-10-01-beschouwing-nederlands-dna.md	Daily/2018/10/2018-10-01-beschouwing-nederlands-dna.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-10-26-biermarkt-v2.md	Daily/2018/10/2018-10-26-biermarkt-v2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-10-26-bronnen-pws-eco.md	Daily/2018/10/2018-10-26-bronnen-pws-eco.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-10-26-vragen-lijst-bierbrouwerijen.md	Daily/2018/10/2018-10-26-vragen-lijst-bierbrouwerijen.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-12-02-181202-pws-eco-thomas-wielinga.md	Daily/2018/12/2018-12-02-181202-pws-eco-thomas-wielinga.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2018-12-10-po-makkelaardij.md	Daily/2018/12/2018-12-10-po-makkelaardij.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-01-03-pws-eco.md	Daily/2019/01/2019-01-03-pws-eco.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	Daily/2019/01/2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	Daily/2019/01/2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	Daily/2019/01/2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	Daily/2019/01/2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-06-boekverslag-5-nl-v6-godin-held.md	Daily/2019/03/2019-03-06-boekverslag-5-nl-v6-godin-held.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-06-boekverslag-6-nl-v6-warenar.md	Daily/2019/03/2019-03-06-boekverslag-6-nl-v6-warenar.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	Daily/2019/03/2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	Daily/2019/03/2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	Daily/2019/03/2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	Daily/2019/03/2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	Daily/2019/03/2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-16-microcontrollers.md	Daily/2019/03/2019-03-16-microcontrollers.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-16-sql-documatation.md	Daily/2019/03/2019-03-16-sql-documatation.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-03-24-tijdvakken-1-8-compleet.md	Daily/2019/03/2019-03-24-tijdvakken-1-8-compleet.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	Daily/2019/04/2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	Daily/2019/11/2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	Daily/2019/11/2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-11-30-winford-pta-havo-1920.md	Daily/2019/11/2019-11-30-winford-pta-havo-1920.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	Daily/2019/12/2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-12-09-literatuurlijst-v6.md	Daily/2019/12/2019-12-09-literatuurlijst-v6.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-12-09-pta-gregorius-vwo-6-cohort-2017-2020-definitief.md	Daily/2019/12/2019-12-09-pta-gregorius-vwo-6-cohort-2017-2020-definitief.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-12-12-annabelle-peletier.md	Daily/2019/12/2019-12-12-annabelle-peletier.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Resources/personal/2019-12-16-boekverslag-9-nl-v6-dorsvloer-vol-confetti-x2.md	Daily/2019/12/2019-12-16-boekverslag-9-nl-v6-dorsvloer-vol-confetti-x2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
